FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
200209;2300;16,3462;;;
200210;0000;3,91932;;;
200210;0100;8,68324;;;
200210;0200;9,17847;;;
200210;0300;3,17722;;;
200210;0400;7,25186;;;
200210;0500;11,4022;;;
200210;0600;24,2173;;;
200210;0700;30,2959;;;
200210;0800;35,912;;;
200210;0900;9,27771;;;
200210;1000;1,98721;;;
200210;1100;1,70995;;;
200210;1200;1,23593;;;
200210;1300;1,06311;;;
200210;1400;1,02551;;;
200210;1500;1,52335;;;
200210;1600;4,12641;;;
200210;1700;1;;;
200210;1800;1,11499;;;
200210;1900;1,23689;;;
200210;2000;1,14049;;;
200210;2100;1,41607;;;
200210;2200;1,82837;;;
200210;2300;1,55071;;;
200211;0000;1;;;
200211;0100;1,88846;;;
200211;0200;1,592;;;
200211;0300;2,70259;;;
200211;0400;3,46972;;;
200211;0500;1,75389;;;
200211;0600;6,17934;;;
200211;0700;10,1007;;;
200211;0800;7,33636;;;
200211;0900;1,03946;;;
200211;1000;1,06001;;;
200211;1100;1;;;
200211;1200;1;;;
200211;1300;1,0571;;;
200211;1400;1;;;
200211;1500;1;;;
200211;1600;9,26413;;;
200211;1700;5,41423;;;
200211;1800;1,50782;;;
200211;1900;1;;;
200211;2000;1,47905;;;
200211;2100;1,01928;;;
